"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"3","3240.20878032671","4364.04616602783","1806.6928529822","1275.01129215892","834.831295721683","820.791341529294","838.453629890971","779.202820090503","719.966809601388","670.274304373509","641.413621895201","605.76979376938"
"6","4147.92243828598","739.971719581835","542.649323653357","532.788704473401","828.138850791291","731.470492401722","1023.50097068347","812.922104603943","667.987458024059","708.964923606839","651.396212846383","631.61951748361"
"11","133649.186751277","55688.2059536115","13535.0354794144","9051.32152110279","9.04847524843155","2.52993537333293","2.38326388359796","2.19875185770722","1.94796457751518","1.61733481727747","1.95153910021558","1.52534561796864"
"12","3207.80535779819","2387.16376029521","1178.56351239246","1310.10225927586","1011.19959787613","876.246419470579","936.934854858748","932.826651552577","759.421292461648","685.011166576928","648.58946630583","617.550689942907"
"13","53466.8637455787","23694.1386102536","10520.3393778775","3821.85887514131","1018.67569202967","1.46512232029685","1.87095929312302","1.45500180222084","1.36874695304316","1.33249552316278","1.37788405610118","1.30462035983993"
"21","2641.3334777582","1907.748777866","1451.80468557749","1205.35443325039","886.023765442911","814.964671281286","852.927230841869","841.488415579829","698.564413617697","666.725604899725","604.446834060998","602.708455236126"
"25","100842.413930613","38387.2287797968","19342.7593606703","10696.5765423536","4227.6028179905","3.12377447531365","2.05425695176793","2.08022640596438","2.39705124085363","2.01109364401282","1.85979652178324","1.48702212661815"
"26","2687.61048560156","1617.46953727459","1045.05231513795","981.244884342843","832.967091140013","749.692266783425","822.503503905988","668.683072514381","686.98621400938","720.721673520896","591.816404596134","466.644330677081"
"41","4246.08828516162","2916.9067687397","1460.67707825827","1170.96944904674","884.098449921977","894.664413991009","1001.67309980318","886.696325851211","730.585056909508","675.465888938821","647.274857853988","615.372131790297"
"43","17674.5615438264","12654.3835353596","5512.47259460554","3270.01092916971","1074.32941326837","872.125608996306","1230.34423462595","1063.06610701288","795.84075082255","777.448599768428","884.032691775096","779.263569080965"
"46","16401.9575271698","6500.54280467231","3227.79768408559","1902.86039252554","2344.00575650245","2372.19750123762","1619.53721092093","1466.52089483454","1373.14685907501","1201.37526676602","797.008218419868","649.377760534359"
"52","2661.09078688169","1518.82243434602","913.193228399353","886.212304310458","836.857627581638","756.994164599874","832.086462134517","673.634336442685","698.724488076111","724.704400089948","610.393396732693","611.258457838787"
"54","16202.4581383222","12427.7805715791","1990.69264200388","1331.48039892179","2.18214926285819","1.68619025740765","1.75169127929087","1.62814527080603","1.46262464447553","1.23329497212334","1.2017727147794","1.16171664512916"
"60","6578.60849814995","10394.8261130178","5786.8522186011","3102.78157861857","1777.85029807252","1632.9272846135","1588.87445261343","1248.56069278827","1135.92731941575","1057.5160749158","950.664645034407","845.138327624865"
"65","4344.17238519383","3400.19332348792","1410.18281209844","1051.16537283869","1.67808873595748","1.27116279721953","1.19276095941944","1.19164645684244","1.1446662789963","1.13823675593905","1.14449626955086","1.08654455486063"
"66","3528.29337621839","1602.64538709616","1342.74665427872","1390.67239233356","821.706449600605","814.723917096071","866.557067635974","744.401995674788","663.261384447355","690.941049557937","605.523546369405","608.087511601025"
"71","2808.71395896014","1748.36403095734","929.042714412949","920.990537943156","809.366204926182","820.530012843891","869.795135961168","674.042830108198","658.261753766633","554.883470291733","1.14176655580688","1.08590630170889"
"73","12058.0405013407","4196.22879870503","3485.49475745483","3215.78949024957","1224.90230628277","851.027837030417","1.41041383966953","1.52039281814661","1.34864424774142","1.29539434279335","1.10440358035512","1.11198116492731"
"74","3278.26448792734","641.000600989668","385.670579166053","378.907545427179","813.233969463496","720.27947171224","876.729237753099","755.046666503036","664.320484819192","696.867652481258","611.509188947535","615.940343200662"
"75","2584.7695282522","995.744112307368","636.150126243157","720.007168465491","791.841603652501","729.385200911323","804.379014428211","659.697583275314","667.303675482694","660.292105970083","602.086267408091","602.755017086133"
"79","2796.81493310813","1085.25583704778","729.494642165316","617.586328150484","793.144460626267","748.434403840148","893.16371123434","692.871360672342","659.942004436417","666.216107992332","608.453308452615","608.565718942011"
"84","5546.26707388987","835.697104500007","713.875519537113","573.180031899884","818.700266578428","763.08208637335","1086.54639824918","747.418320709205","650.91528621436","1.16515383442832","1.16497449880751","1.12789093356922"
"92","12880.6982348428","5837.0745277831","3264.12433928783","2660.56312281454","1236.73469407987","1173.55474568097","1104.80175643125","951.086816114523","807.673017653553","768.712138456386","601.271278317072","540.878692708348"
"96","27992.8178629282","11236.3935784763","5405.45964592121","3258.50004313668","1010.31995400851","828.570189586159","2.01440785229557","1.69265438137705","1.47833015897899","1.33502374511694","1.26059673891998","1.16768748306296"
"105","2859.30821105339","1576.2531743286","1073.54399872921","1024.75791517059","818.109644189735","761.395438818759","865.581660176686","660.959845188231","635.756955762659","1.09496376461033","1.09015152171195","1.08590630170889"
"106","44919.0090885934","14654.4897029068","7078.1601746829","3944.44189471548","2440.38682616811","1814.31261467077","1760.70693053601","1307.83799240068","1238.85124282972","1296.78741551335","769.774539968067","643.639197857059"
"107","2824.94493502896","698.795287090876","758.046258081466","719.849796448716","807.629823419917","815.94060741454","825.136800278181","659.070320693479","655.206690906771","667.676611049521","602.086267408091","601.197091742052"
"108","23301.8706354432","6184.41495858845","3414.51958575279","1985.46684736708","2068.36821143059","1227.1216241702","1425.17534197807","1015.82044823938","890.096622720183","806.338260229347","605.747786282551","1.16437848981408"
"124","51933.3967811278","19402.7670288688","8067.22146691377","4571.32916282129","3912.95307802084","2645.66976374042","2318.00938975962","1962.98970119822","1588.98910858698","1301.08930708352","971.62971973247","775.899521979152"
"126","2811.0014561081","1403.786487113","1253.91181023712","1448.44878478938","864.041225149679","651.267811627449","1.17072928777824","1.16400083894532","1.20983429875512","1.19996799382463","1.10034189682617","1.09359664427363"
"127","11289.7106106838","3964.24663723088","2431.62037969188","1709.21293475169","822.059566001443","1.39501858372775","1.64856292077578","1.33265569200219","1.24009824459615","1.24493723327067","1.22647844907304","1.14848034324997"
"128","2968.2777043842","1144.69880869186","923.535633692011","868.747574528819","884.35965239145","783.552478531272","1034.08875677104","871.883591786747","725.360807932191","719.298258769003","631.596636660028","615.623974896599"
