indices,,,,,,,,,,,,
1,9430.64392,4730.518542,2142.449138,1553.53979,1301.953388,1117.392485,1189.384716,918.6544712,797.1374857,763.4233546,806.6834421,718.6120495
2,3860.072033,2526.980223,1610.040509,1512.748485,1044.279618,918.7870642,931.4070236,755.8127484,500,500,500,500
3,4927.282222,4043.909601,1548.786869,1131.882228,1043.03651,1068.200024,952.4001261,767.7888073,745.0283104,747.3069085,726.0873074,500
4,6774.272044,4693.826784,2436.077024,1821.082611,1398.575497,1568.746242,1124.020104,894.9437754,875.9543743,796.0456843,715.1650674,500
5,4256.175553,2202.903895,1471.331217,1287.162873,1045.278409,919.1646356,943.1840277,769.5487888,702.3656417,500,500,500
6,9240.90369,3246.725824,1724.229638,1508.845615,1185.05939,1212.622065,1203.955416,960.0089825,977.7514018,885.3833786,767.8165748,758.5129457
7,7472.186469,3715.70369,3179.336994,2403.702863,1722.726988,1424.496102,1187.305319,1001.789044,890.7432327,842.0393912,500,500
8,3319.81517,1725.283112,1027.312881,907.3069767,875.178596,802.0738658,851.0459788,709.4537375,500,500,500,500
9,7530.390954,5054.761704,2542.407733,1839.913385,1523.064583,1261.581714,1193.260713,966.2258516,807.9941944,768.1381212,780.2499574,701.1344306
10,5025.828203,2164.544209,1288.089784,1191.029123,899.4940863,840.9510483,955.2351162,745.1875151,701.670105,500,500,500
11,121338.3857,42276.86505,12055.28047,7795.429229,0,0,0,0,0,0,0,0
12,4892.372049,3024.869457,1886.922746,1499.486646,1002.202799,1095.292465,985.5471359,767.0451377,738.4502096,500,500,500
13,54834.63114,17600.91779,7786.077894,3688.156083,2014.494548,0,0,0,0,0,0,0
14,3387.125481,1996.972314,1369.623626,1245.227917,1027.229506,902.2760718,849.62005,741.1202808,500,500,500,500
15,2831.31997,1513.303545,994.6001303,845.9528199,873.1596841,794.0305927,802.2801489,702.2311378,500,500,500,500
16,4208.57244,1866.043579,1136.938332,1045.753708,882.7711681,803.0040633,868.9799781,725.695908,500,500,500,500
17,3014.052946,1650.297274,1223.385893,1085.341405,890.5055833,797.2664401,803.4596608,702.2311378,500,500,500,500
18,3507.40977,1727.337455,1051.946664,958.2717461,875.9416622,803.7472504,859.8617859,720.5242464,500,500,500,500
19,7439.941197,3893.820393,3144.162101,2129.88141,1667.050201,1428.291795,1164.265896,953.3525779,862.7367309,783.1200829,500,500
20,3036.885418,1682.453809,1176.218539,1053.116368,882.7375188,798.1807621,802.2801489,702.2311378,500,500,500,500
21,2892.50301,1705.616457,1184.73903,1162.663762,885.3498506,825.394885,823.9659606,712.897679,500,500,500,500
22,3335.37981,1745.297705,1057.807327,984.6493533,876.0148887,803.4170898,851.0459788,709.4537375,500,500,500,500
23,7652.957194,6306.091139,3353.269159,2370.358518,1665.013208,1367.569224,1334.308788,1022.92241,1037.583261,1049.861588,966.6243345,812.4694773
24,5198.376919,2718.697872,1324.015672,1004.767264,957.9300742,969.5211954,944.8101029,754.5840579,728.2778984,500,500,500
25,48011.74114,28197.93642,15995.80511,8579.963347,4173.154215,0,0,0,0,0,0,0
26,2915.954395,1682.37774,1021.51114,948.9719237,873.1959286,797.9866298,802.6966831,702.2311378,500,500,500,500
27,7015.957398,3399.470825,2757.620403,2440.175836,1605.001854,1260.132867,1138.384048,999.5583441,908.5098346,887.2347429,712.2930049,500
28,9938.876927,4987.53428,2240.143232,1875.600791,1362.354021,1146.725646,1338.357401,948.7998867,820.2863741,836.0965373,865.6205262,817.8123178
29,33266.27394,17878.78937,9356.376768,7724.623678,4524.447745,2510.30086,2194.745654,1584.007312,1585.455601,1477.331711,1240.778746,1025.459678
30,3082.811303,1754.573441,1181.545111,1012.575039,886.8772354,801.6620424,802.6966831,703.412057,500,500,500,500
31,47157.97914,21388.59067,9257.036375,7527.794365,4471.767704,2463.587474,2251.54715,1892.452653,2078.632923,1856.610185,1499.892238,1175.209674
32,10150.58535,6189.757314,4025.107988,2258.352699,1938.143404,1647.969924,1252.749701,1078.666072,936.8849315,841.2447209,807.8760023,711.4636102
33,20201.06459,11448.7464,7471.923867,4137.864999,2627.930658,2074.212854,1757.468965,1369.978702,1296.735563,1194.874028,1049.07574,883.3431032
34,3494.025821,2246.540212,1482.7742,1292.447691,1041.196007,915.2801328,883.069389,748.3377159,500,500,500,500
35,3047.151847,1774.335557,1193.313652,1083.445749,880.1714039,801.5703387,802.6966831,703.0875044,500,500,500,500
36,29274.02084,14325.68914,8242.61154,6158.315558,4286.979414,2421.699149,1847.361729,1413.742164,1426.179423,1204.353916,1101.078707,910.7437528
37,6093.363656,2427.928644,1384.378631,1269.630163,1045.583813,925.7913841,1067.529985,798.0988713,741.3631209,792.8373326,707.3148071,703.050848
38,3906.486405,2555.713332,1432.144226,1138.722256,957.3756923,929.7381199,915.6255063,742.4809632,702.4948414,500,500,500
39,3345.981781,2242.20597,1280.038137,994.0020049,941.400127,925.0499869,885.8944177,719.9008545,500,500,500,500
40,4005.648689,2090.32223,1379.944069,1307.396455,1040.935433,917.514549,914.3277325,757.2237441,500,500,500,500
41,4423.661432,2972.884528,1464.923446,1104.006936,961.5258798,1015.730694,931.5187312,748.9883148,724.8665651,500,500,500
42,3004.378294,1667.69857,1151.130852,1002.956755,882.3473258,795.9334994,802.2801489,702.2311378,500,500,500,500
43,25724.71222,10820.57111,7417.559115,3941.706224,2463.650679,1968.90602,1946.618287,1280.711583,1330.411941,1317.711082,1041.269666,935.8374423
44,5072.523687,2014.957713,1295.29806,1189.020276,897.9626599,815.1129348,892.1160673,732.2837412,500,500,500,500
45,3856.349957,1810.017918,1212.540509,1146.677832,891.4992913,804.3264469,863.2370641,722.7447718,500,500,500,500
46,6952.557536,3836.679909,2204.027075,1583.608517,1023.200076,923.736011,848.088677,769.2487657,500,500,500,500
47,7227.038437,5084.358742,2599.755184,1717.785265,1149.301899,931.3638317,1014.264336,781.1200584,712.359659,500,500,500
48,24946.26131,11034.63998,4367.002044,3091.281671,1971.181849,1526.210088,0,0,0,0,0,0
49,10618.79262,6205.616026,3111.329218,2476.680312,1648.102308,1343.915231,1451.523954,1043.863122,905.2925389,856.779493,818.0515468,749.9404848
