"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"2","6344.49073638511","8094.027283098","3940.02322346513","3917.43195874262","1052.29304913579","858.10272801444","981.661850129281","991.697759381688","859.642775090862","824.695950481751","935.620181892687","781.258575878307"
"5","5729.76565525098","3662.56761348579","1658.64544070459","1854.65909566857","900.253640303856","738.195836260304","958.779835167228","796.079719141864","750.464060807136","742.367582702663","942.18138229478","791.557993962687"
"15","4557.4474403363","3521.81866838302","1594.92000766393","1518.50618665125","879.228109103641","759.69436499157","870.506570714948","689.538228682024","723.241356053845","700.722837615801","930.182795406121","781.331696903672"
"18","4834.70042222051","3389.62653771103","1100.05737291813","1254.46844709889","883.253397842172","725.252492462288","855.768106355218","713.673692404273","728.160400004009","707.106622623744","931.28085314276","777.881048930678"
"47","19179.4567604045","18573.6337287763","8648.14812083305","5724.98898885131","2684.24028855839","1333.14780979518","1509.98665481563","1122.90425151932","1079.164283721","1094.91581545309","1041.86422644497","832.006119754062"
"58","9745.10880060518","11208.8196132831","4918.26749601144","4724.28384521811","1741.256261286","1232.82238383193","1199.6689271843","986.298146669859","1062.08775111679","1006.52753495761","967.596919344149","787.246964913301"
"70","4762.82216446041","5793.74433412781","3048.76758336623","2782.56426087893","1642.29458349141","1116.98367059285","994.0854742516","873.640465513711","930.831779526805","925.382581041868","931.381615478843","782.568782468063"
"89","6882.69637860135","5179.70770448195","3095.05597446827","2664.33452798171","936.182481876093","741.528852405476","818.585188675733","737.802041759456","709.43866121597","729.127540873281","927.767085077812","718.759866513606"
"98","7083.40607492728","11357.8780401089","4576.05005988441","3572.50331321447","1772.02678744072","1221.07176693318","1152.84445459283","916.557156614385","1066.955483782","992.923692240883","966.365636954927","794.56318069747"
"116","5056.64386725122","3516.41560271092","1838.01086016734","2030.09507696696","900.234457096125","800.057128503455","849.763332205971","738.480424982536","709.797413114234","728.125432553192","927.454931739471","779.501297761868"
"154","8931.65098658738","7877.63123491324","2927.46609367325","2956.87172923936","1465.88900483981","1140.78565773628","1363.63099865842","976.270476723615","855.071772828717","769.335683360464","994.209420441265","812.295525007055"
"176","4396.91042023145","4374.10365660567","2200.43911470003","2320.21658885668","883.312621431847","722.710347011172","808.292779075662","680.323770615977","708.474089009186","697.662115768722","925.837736720853","775.402260769397"
"214","4524.06250593685","3358.36950815054","1009.63359407853","1210.50792070695","920.600374116653","725.997970613136","815.630458662194","706.027907772311","772.399839070337","772.170744131701","938.075607314371","776.03098988847"
"216","5845.14305858987","6526.51980975757","3563.02655482348","3555.1801749525","1245.57525793311","985.563645669075","1051.0148826128","948.038339773201","843.371595341481","759.30747922787","928.80454137521","778.214854939507"
"253","5082.31558615341","4440.543841367","1686.41092910115","1689.87040132071","2.40136319560486","1.27644280095956","1.1959899852101","1.15605034216908","1.26029140912742","1.15097276428722","1.67489297309555","1.3937684361109"
"259","5536.65879201923","4323.8812697786","2177.49564474821","1963.83636691394","946.644563324306","724.832028147444","787.278008972022","689.098174431574","72.0187496443075","1.32783941503514","1.69148593844824","1.39696025503184"
"278","5396.5803030686","3706.21914078346","1189.34904502211","1308.16599388858","209.546587773987","1.26353073718295","1.19573196683698","1.16568484447864","1.30420392643795","1.21376952219095","1.67660417002808","1.39564513582473"
"281","5136.10852528147","3564.46169471654","2050.01059603135","2063.76269304052","904.842157124361","707.061688884901","645.040151705269","1.23181067471477","1.29614218224162","1.1693200159185","1.68221270472608","1.39886078347986"
"286","4418.33200357231","4781.91640014658","2026.35455336422","2451.58366991595","1073.32804198321","906.445206933968","964.065793669943","860.294936524828","825.600067285281","715.059266430655","926.730777195315","717.438716429207"
"305","7142.61482132645","6565.79363475358","3062.17947115465","2552.44262756521","947.631722927156","786.793796830912","916.006907101062","710.542200367502","767.120711715777","779.080413877876","933.693679821055","792.975357087181"
"311","4840.50007013143","7513.20095156528","3335.14123244421","2994.03133399829","939.25240049878","786.959482678962","904.574869833485","810.050543141258","784.700462159313","719.305584690917","926.467698242787","779.266850776515"
"325","8168.3357746284","6688.32085125866","3112.4721876023","3211.98078395155","1257.78682604406","765.824954860992","835.188853936672","802.65293359304","809.320546619402","794.803833980422","949.339698718202","781.308776032597"
"360","37937.8499706285","10062.688977673","2789.62581867239","2222.40075217289","2.01711919590433","1.43821939810849","1.44526656072798","1.2959297789859","1.36523002476028","1.31751842832243","1.69427350660959","1.43367879802814"
"362","5222.16694456225","3938.112933796","593.390586660403","716.912582285287","1.79440322070417","1.25859253473629","1.19375342430607","1.15157127948588","1.25655049713227","1.15056281435863","1.67432944433782","1.39409437900305"
"364","5662.09332951821","3962.31004293878","2221.0296308866","2431.31657456074","911.066279649086","348.006031220513","1.28607884121834","1.26837325340605","1.26863723406434","1.20396691101472","1.67781857060079","1.395816478882"
"403","4411.29001213987","3047.57113708084","994.449553502108","1210.41124833179","875.608835392588","721.909388795013","813.176725440152","675.269170377072","718.343026275042","587.018084603217","1.74648202398775","1.39409437900305"
"421","32052.7632781195","15611.1269757562","2928.42197409016","2435.23771637006","2.11003180011813","1.43639961104586","1.39900496815246","1.27558558723923","1.33540612531821","1.27516441347436","1.69012607339883","1.43278555499666"
"425","5171.16766226265","4075.10382187488","1259.47255920913","1469.40831829382","900.418591140853","722.575356440837","816.311201645632","727.974122246618","708.190972574622","712.844708466216","900.688159038152","1.54867233258366"
"448","4581.57210830566","3354.78379103936","1040.10263189021","1242.41370006101","936.488205859737","732.622394767901","815.630458662194","708.880607403315","773.584458406466","772.542825227634","938.075607314371","781.789117722201"
"503","4459.48854440354","4920.75759316419","2026.51743019693","2024.87389846799","880.332358033595","723.040015792165","817.020078530747","678.082031407368","708.772197352112","697.326099594408","925.837736720853","771.518727761428"
