"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"2","4564.68552049235","4835.11389107244","2720.77843357303","2297.16376259396",NA,NA,NA,NA,NA,NA,NA,NA
"5","4118.75159329541","2165.82403156807","1001.61131758648","811.186002488572",NA,NA,NA,NA,NA,NA,NA,NA
"15","2182.38803035391","708.941771246648","821.911770725871","799.867056673989",NA,NA,NA,NA,NA,NA,NA,NA
"16","4152.50691129804","1429.75627213232","948.51783681299","1060.57495372886",NA,NA,NA,NA,NA,NA,NA,NA
"17","2063.98708626037","1318.44174524627","963.225894062085","1003.87815787832",NA,NA,NA,NA,NA,NA,NA,NA
"18","3927.12636652022","1830.31479091734","558.014942320978","660.619717260142",NA,NA,NA,NA,NA,NA,NA,NA
"20","2148.37407068129","1430.25105232803","1020.90976297935","1005.50026831233",NA,NA,NA,NA,NA,NA,NA,NA
"30","2114.02667571016","1425.81621296122","977.101012399137","967.709816469333",NA,NA,NA,NA,NA,NA,NA,NA
"37","5204.21988726051","2720.65731899511","1549.35202090029","1241.79371244622",NA,NA,NA,NA,NA,NA,NA,NA
"40","3483.04091967308","2603.26671653692","1447.28735791106","1305.8618538086",NA,NA,NA,NA,NA,NA,NA,NA
"42","2041.16878515143","1312.31052433951","1008.85277034203","993.671958666652",NA,NA,NA,NA,NA,NA,NA,NA
"47","7379.6368031681","4560.19470818341","2516.57486660623","2305.37125471025",NA,NA,NA,NA,NA,NA,NA,NA
"58","4061.96093521234","4418.75462052877","2748.69899195343","2076.47117482924",NA,NA,NA,NA,NA,NA,NA,NA
"69","5153.11060482313","2468.21236247911","1459.65210593878","1318.25310819003",NA,NA,NA,NA,NA,NA,NA,NA
"70","2464.60735020636","1551.53608081551","1164.60851390145","1306.44918527673",NA,NA,NA,NA,NA,NA,NA,NA
"88","4998.61674211623","2219.49706004944","1140.38370164373","1094.34292117831",NA,NA,NA,NA,NA,NA,NA,NA
